x,y,t
24.73321171714298,61.133512113395334,5937.75
24.728783191115692,61.13448569513572,5938.0
24.724354665088406,61.13545927687612,5938.25
24.71992613906112,61.136432858616516,5938.5
24.71549761303383,61.13740644035691,5938.75
24.711069087006543,61.13838002209731,5939.0
24.706640560979256,61.139353603837705,5939.25
24.70221203495197,61.1403271855781,5939.5
24.697783508924683,61.1413007673185,5939.75
24.693354982897397,61.142274349058894,5940.0
24.68892645687011,61.14324793079929,5940.25
24.68449793084282,61.14422151253969,5940.5
24.680069404815534,61.14519509428008,5940.75
24.675640878788247,61.14616867602048,5941.0
24.67121235276096,61.147142257760876,5941.25
24.666783826733674,61.14811583950127,5941.5
24.662355300706388,61.14908942124167,5941.75
24.6579267746791,61.150063002982066,5942.0
24.65349824865181,61.151036584722455,5942.25
24.649069722624525,61.15201016646285,5942.5
24.644641196597238,61.15298374820325,5942.75
24.64021267056995,61.153957329943644,5943.0
24.635784144542665,61.15493091168404,5943.25
24.63135561851538,61.15590449342444,5943.5
24.626927092488092,61.15687807516483,5943.75
24.622498566460802,61.15785165690523,5944.0
24.618070040433516,61.158825238645626,5944.25
24.61364151440623,61.15979882038602,5944.5
24.609212988378943,61.16077240212642,5944.75
24.604784462351656,61.161745983866815,5945.0
24.60035593632437,61.16271956560721,5945.25
24.595927410297083,61.16369314734761,5945.5
24.591498884269793,61.164666729088005,5945.75
24.587070358242507,61.1656403108284,5946.0
24.58264183221522,61.1666138925688,5946.25
24.578213306187934,61.16758747430919,5946.5
24.573784780160647,61.16856105604958,5946.75
24.56935625413336,61.16953463778998,5947.0
24.564927728106074,61.170508219530376,5947.25
24.562680989234924,61.17100215,5947.5
24.562680989234924,61.17100215,5947.75
24.562680989234924,61.17100215,5948.0
24.562680989234924,61.17100215,5948.25
24.562680989234924,61.17100215,5948.5
24.562680989234924,61.17100215,5948.75
24.562680989234924,61.17100215,5949.0
24.562680989234924,61.17100215,5949.25
24.562680989234924,61.17100215,5949.5
24.562680989234924,61.17100215,5949.75
24.562680989234924,61.17100215,5950.0
24.562680989234924,61.17100215,5950.25
24.562680989234924,61.17100215,5950.5
24.562680989234924,61.17100215,5950.75
24.562680989234924,61.17100215,5951.0
24.562680989234924,61.17100215,5951.25
24.562680989234924,61.17100215,5951.5
24.562680989234924,61.17100215,5951.75
24.562680989234924,61.17100215,5952.0
24.562680989234924,61.17100215,5952.25
24.562680989234924,61.17100215,5952.5
24.562680989234924,61.17100215,5952.75
24.562680989234924,61.17100215,5953.0
24.562680989234924,61.17100215,5953.25
24.562680989234924,61.17100215,5953.5
24.562680989234924,61.17100215,5953.75
24.562680989234924,61.17100215,5954.0
24.562680989234924,61.17100215,5954.25
24.562680989234924,61.17100215,5954.5
24.562680989234924,61.17100215,5954.75
24.562680989234924,61.17100215,5955.0
24.562680989234924,61.17100215,5955.25
24.562680989234924,61.17100215,5955.5
24.562680989234924,61.17100215,5955.75
24.562680989234924,61.17100215,5956.0
24.562680989234924,61.17100215,5956.25
24.562680989234924,61.17100215,5956.5
24.562680989234924,61.17100215,5956.75
24.562680989234924,61.17100215,5957.0
24.562680989234924,61.17100215,5957.25
24.562680989234924,61.17100215,5957.5
24.562680989234924,61.17100215,5957.75
24.562680989234924,61.17100215,5958.0
24.562680989234924,61.17100215,5958.25
24.562680989234924,61.17100215,5958.5
